unix,date,symbol,open,high,low,close,Volume LINK,Volume USDT,tradecount
1.6218E+12,5/23/2021 20:00,LINK/USDT,17.518,19.746,17.518,19.43,1149012.595,21556752.77,31323
1.6218E+12,5/23/2021 19:00,LINK/USDT,17.257,18.227,16.904,17.532,1100015.124,19376448.28,29194
1.62179E+12,5/23/2021 18:00,LINK/USDT,17.079,17.624,16.262,17.257,1316879.851,22343905.29,33556
1.62179E+12,5/23/2021 17:00,LINK/USDT,16.434,17.9,16.277,17.087,1630205.216,28029382.65,44769
1.62179E+12,5/23/2021 16:00,LINK/USDT,17.518,17.863,15,16.444,3197387.717,51718902.1,75305
1.62178E+12,5/23/2021 15:00,LINK/USDT,18.527,18.6,17.341,17.508,1062948.82,19067565.59,30778
1.62178E+12,5/23/2021 14:00,LINK/USDT,17.952,18.797,17.414,18.528,1334267.507,24191342.28,39059
1.62177E+12,5/23/2021 13:00,LINK/USDT,17.411,18.069,16.362,17.952,2367036.727,40278348.71,61602
1.62177E+12,5/23/2021 12:00,LINK/USDT,19.302,19.519,17.298,17.418,2185938.46,39888937.37,63263
1.62177E+12,5/23/2021 11:00,LINK/USDT,19.543,20.054,19.301,19.313,794186.747,15617210.28,29434
1.62176E+12,5/23/2021 10:00,LINK/USDT,18.912,20.414,18.828,19.55,1231986.472,24354730.22,39627
1.62176E+12,5/23/2021 9:00,LINK/USDT,19.423,19.754,18.625,18.916,1700389.138,32636788.39,52492
1.62176E+12,5/23/2021 8:00,LINK/USDT,21.412,21.418,18.75,19.408,2283078.731,45855892.22,68098
1.62175E+12,5/23/2021 7:00,LINK/USDT,22.206,22.4,20.97,21.416,828604.058,17858702.17,29739
1.62175E+12,5/23/2021 6:00,LINK/USDT,22.748,22.959,21.851,22.203,584396.857,13074762.29,23785
1.62175E+12,5/23/2021 5:00,LINK/USDT,23.436,23.436,22.632,22.741,356683.249,8166766.518,15043
1.62174E+12,5/23/2021 4:00,LINK/USDT,23.626,23.686,23.255,23.446,230010.276,5392857.107,11213
1.62174E+12,5/23/2021 3:00,LINK/USDT,23.384,23.797,23.211,23.633,195357.301,4594229.477,9771
1.62174E+12,5/23/2021 2:00,LINK/USDT,23.84,23.951,23.253,23.379,236274.251,5566970.353,11992
1.62173E+12,5/23/2021 1:00,LINK/USDT,24.166,24.368,23.813,23.835,236744.346,5713914.69,11007
1.62173E+12,5/23/2021 0:00,LINK/USDT,23.293,24.194,22.81,24.168,615638.305,14473596.87,24902
1.62172E+12,5/22/2021 23:00,LINK/USDT,23.672,24.159,23.172,23.296,259921.327,6146178.986,11969
1.62172E+12,5/22/2021 22:00,LINK/USDT,24.117,24.258,23.445,23.682,428878.564,10216565.91,15600
1.62172E+12,5/22/2021 21:00,LINK/USDT,23.928,24.229,23.811,24.12,196438.948,4714408.424,8296
1.62171E+12,5/22/2021 20:00,LINK/USDT,22.991,24.09,22.985,23.944,295111.982,7005881.857,13367
1.62171E+12,5/22/2021 19:00,LINK/USDT,23.789,24.023,22.958,22.998,415496.438,9781281.967,15987
1.62171E+12,5/22/2021 18:00,LINK/USDT,23.806,23.908,23.306,23.789,521855.869,12308769.94,17921
1.6217E+12,5/22/2021 17:00,LINK/USDT,24.537,24.75,23.578,23.809,517334.641,12443539.47,20443
1.6217E+12,5/22/2021 16:00,LINK/USDT,24.82,25.05,24.286,24.533,548732.133,13565863.06,20987
1.6217E+12,5/22/2021 15:00,LINK/USDT,24.581,25.041,23.935,24.81,579923.906,14197566.05,22972
1.62169E+12,5/22/2021 14:00,LINK/USDT,25.293,25.485,24.188,24.592,601789.212,14908848.01,23618
1.62169E+12,5/22/2021 13:00,LINK/USDT,24.647,25.788,24.597,25.292,416572.669,10536824.6,19134
1.62168E+12,5/22/2021 12:00,LINK/USDT,24.89,25.365,24.5,24.647,519027.844,12947547.23,20916
1.62168E+12,5/22/2021 11:00,LINK/USDT,25.339,25.478,24.667,24.89,350403.031,8779115.49,16060
1.62168E+12,5/22/2021 10:00,LINK/USDT,24.235,25.57,23.812,25.318,601095.305,14836772.72,28075
1.62167E+12,5/22/2021 9:00,LINK/USDT,24.087,24.494,23.512,24.237,586136.497,14097204.98,22560
1.62167E+12,5/22/2021 8:00,LINK/USDT,23.215,24.232,23.209,24.08,544805.394,12982652.34,22977
1.62167E+12,5/22/2021 7:00,LINK/USDT,23.374,23.38,22.426,23.221,663989.641,15225702.67,23534
1.62166E+12,5/22/2021 6:00,LINK/USDT,23.343,23.489,22.492,23.374,771118.101,17745822.78,26744
1.62166E+12,5/22/2021 5:00,LINK/USDT,23.531,23.796,22.225,23.352,1269646.286,29245105.4,42891
1.62166E+12,5/22/2021 4:00,LINK/USDT,24.673,24.933,22.921,23.53,1045088.536,24947659.75,38931
1.62165E+12,5/22/2021 3:00,LINK/USDT,25.088,25.308,24.306,24.665,666501.058,16466477.05,27974
1.62165E+12,5/22/2021 2:00,LINK/USDT,25.596,26.2,25.01,25.087,450717.458,11586902.73,20093
1.62165E+12,5/22/2021 1:00,LINK/USDT,25.633,26.04,25.093,25.596,335937.254,8619323.054,15292
1.62164E+12,5/22/2021 0:00,LINK/USDT,25.548,25.812,24.742,25.633,589853.254,14872006.14,22236
1.62164E+12,5/21/2021 23:00,LINK/USDT,25.083,25.733,24.727,25.546,525914.013,13293326.41,17443
1.62163E+12,5/21/2021 22:00,LINK/USDT,25.09,26.345,24.55,25.082,816662.075,20499067.79,26697
1.62163E+12,5/21/2021 21:00,LINK/USDT,23.386,25.184,22.019,25.092,1289779.258,30380992.56,44731
1.62163E+12,5/21/2021 20:00,LINK/USDT,24.559,24.879,23.38,23.38,997890.543,23966840.83,34884
1.62162E+12,5/21/2021 19:00,LINK/USDT,25.734,25.74,24,24.564,1070042.454,26330539.5,37135
1.62162E+12,5/21/2021 18:00,LINK/USDT,26.274,26.274,24.941,25.723,610975.917,15587010.38,24384
1.62162E+12,5/21/2021 17:00,LINK/USDT,25.605,26.324,25.262,26.279,753654.513,19350352.3,27164
1.62161E+12,5/21/2021 16:00,LINK/USDT,25.27,26.689,24.499,25.62,1329639.476,34138961.07,44164
1.62161E+12,5/21/2021 15:00,LINK/USDT,27.12,27.577,25.028,25.302,1252888.712,33134353.38,43279
1.62161E+12,5/21/2021 14:00,LINK/USDT,29.61,29.814,25.414,27.098,2449318.64,66823968.69,85270
1.6216E+12,5/21/2021 13:00,LINK/USDT,28.888,29.675,28.734,29.612,254624.781,7453537.719,11518
1.6216E+12,5/21/2021 12:00,LINK/USDT,29.191,29.915,28.848,28.874,378273.535,11142011.29,17387
1.62159E+12,5/21/2021 11:00,LINK/USDT,29.072,29.297,28.605,29.181,351529.714,10162487.23,15723
1.62159E+12,5/21/2021 10:00,LINK/USDT,29.528,29.683,28.966,29.057,290940.003,8540953.735,15075
1.62159E+12,5/21/2021 9:00,LINK/USDT,29.002,29.728,28.985,29.529,319079.942,9387434.139,15647
1.62158E+12,5/21/2021 8:00,LINK/USDT,28.776,29.17,28.131,28.995,442871.139,12708322.5,20398
1.62158E+12,5/21/2021 7:00,LINK/USDT,29.684,29.729,28.608,28.792,448763.755,13042396.99,18841
1.62158E+12,5/21/2021 6:00,LINK/USDT,29.376,29.783,28.719,29.684,497270.343,14519026.85,22313
1.62157E+12,5/21/2021 5:00,LINK/USDT,29.9,30.217,29.286,29.389,374485.217,11092937.6,19221
1.62157E+12,5/21/2021 4:00,LINK/USDT,30.414,30.611,29.505,29.9,380309.456,11412465.04,20744
1.62157E+12,5/21/2021 3:00,LINK/USDT,31.105,31.11,30.222,30.426,373680.572,11420776.93,20020
1.62156E+12,5/21/2021 2:00,LINK/USDT,31.42,31.449,30.752,31.111,309159.867,9608084.819,16566
1.62156E+12,5/21/2021 1:00,LINK/USDT,31.752,31.945,31.36,31.413,323482.488,10242173.54,17982
1.62156E+12,5/21/2021 0:00,LINK/USDT,30.633,31.843,30.526,31.749,553201.2,17293393.34,29862
1.62155E+12,5/20/2021 23:00,LINK/USDT,30.831,31.057,30.022,30.606,539968.394,16450054.47,22945
1.62155E+12,5/20/2021 22:00,LINK/USDT,31.025,31.062,29.647,30.831,584080.808,17745890.74,24718
1.62154E+12,5/20/2021 21:00,LINK/USDT,30.21,31.085,29.869,31.028,241159.738,7363045.52,13014
1.62154E+12,5/20/2021 20:00,LINK/USDT,30.519,30.97,29.984,30.204,350364.743,10683225.21,18299
1.62154E+12,5/20/2021 19:00,LINK/USDT,30.456,31.082,30.087,30.519,328875.293,10079225.01,17853
1.62153E+12,5/20/2021 18:00,LINK/USDT,30.531,30.989,30.023,30.469,381835.138,11654890.55,18007
1.62153E+12,5/20/2021 17:00,LINK/USDT,29.845,30.776,29.315,30.53,577823.302,17374683.69,27412
1.62153E+12,5/20/2021 16:00,LINK/USDT,31.714,31.831,28.443,29.867,1954631.127,58334469.92,74220
1.62152E+12,5/20/2021 15:00,LINK/USDT,31.69,32.455,31.158,31.71,439714.357,14015837.65,23843
1.62152E+12,5/20/2021 14:00,LINK/USDT,31.788,32.401,31.176,31.685,727414.764,23112989.27,30990
1.62152E+12,5/20/2021 13:00,LINK/USDT,31.723,33.05,31.301,31.79,1184407.866,38132003.44,48921
1.62151E+12,5/20/2021 12:00,LINK/USDT,30.294,31.973,29.729,31.727,877638.671,27206295.7,42768
1.62151E+12,5/20/2021 11:00,LINK/USDT,30.122,30.304,28.972,30.282,609881.144,18099664.38,30424
1.6215E+12,5/20/2021 10:00,LINK/USDT,29.434,30.177,29.148,30.128,501723.381,14839164.53,28062
1.6215E+12,5/20/2021 9:00,LINK/USDT,29.493,29.696,28.342,29.418,556322.381,16173171.45,27970
1.6215E+12,5/20/2021 8:00,LINK/USDT,29.965,30.49,28.907,29.5,699893.154,20750136.86,31319
1.62149E+12,5/20/2021 7:00,LINK/USDT,28.772,30.65,28.769,29.987,906747.4,27113470.68,41152
1.62149E+12,5/20/2021 6:00,LINK/USDT,28.725,29.271,27.869,28.779,605305.06,17326741.19,27502
1.62149E+12,5/20/2021 5:00,LINK/USDT,27.808,28.739,27.685,28.723,523416.097,14776340.22,27842
1.62148E+12,5/20/2021 4:00,LINK/USDT,26.755,28.131,26.525,27.816,952697.791,26219651.64,40208
1.62148E+12,5/20/2021 3:00,LINK/USDT,26.199,26.884,25.853,26.755,898746.903,23676671.71,36988
1.62148E+12,5/20/2021 2:00,LINK/USDT,24.863,26.666,24.66,26.203,1251086.995,32255370.44,48871
1.62147E+12,5/20/2021 1:00,LINK/USDT,24.007,24.952,22.703,24.851,2180223.627,52708363.71,83064
1.62147E+12,5/20/2021 0:00,LINK/USDT,26.227,27.726,22.35,24.021,2600495.836,65270258.83,78683
1.62147E+12,5/19/2021 23:00,LINK/USDT,29.486,29.73,26.194,26.227,1132779.586,31997311.12,41115
1.62146E+12,5/19/2021 22:00,LINK/USDT,28.795,30.168,28.4,29.507,804770.303,23758232.43,32396
1.62146E+12,5/19/2021 21:00,LINK/USDT,28.035,28.899,26.89,28.782,923220.856,25874739.21,40176
1.62145E+12,5/19/2021 20:00,LINK/USDT,29.527,30.645,27.861,28.037,957206.513,28196307.59,41462
1.62145E+12,5/19/2021 19:00,LINK/USDT,29.633,30.5,29.226,29.53,719874.418,21453168.24,39139
1.62145E+12,5/19/2021 18:00,LINK/USDT,31.335,31.7,29.161,29.617,1163793.106,35044575.37,50240
1.62144E+12,5/19/2021 17:00,LINK/USDT,31.518,32.526,31.137,31.314,1318259.335,41826572.75,50825
1.62144E+12,5/19/2021 16:00,LINK/USDT,30.064,32,28.35,31.534,1609767.503,48840784.98,72321
1.62144E+12,5/19/2021 15:00,LINK/USDT,28.654,30.336,28.005,30.105,1931333.924,56387135.87,77699
1.62143E+12,5/19/2021 14:00,LINK/USDT,28.172,30.13,25.156,28.686,2525371.249,70312658.52,92860
1.62143E+12,5/19/2021 13:00,LINK/USDT,25.661,29.82,23,28.168,3010694.634,78991095.2,99160
1.62143E+12,5/19/2021 12:00,LINK/USDT,33.326,33.681,21,25.644,2989912.53,83027924.9,109544
1.62142E+12,5/19/2021 11:00,LINK/USDT,36.314,36.411,30.743,33.325,2444975.359,81731384.62,100663
1.62142E+12,5/19/2021 10:00,LINK/USDT,37.147,37.39,35.63,36.315,705453.895,25629321.74,36248
1.62141E+12,5/19/2021 9:00,LINK/USDT,37.534,37.931,36.658,37.148,380280.091,14122896.43,21779
1.62141E+12,5/19/2021 8:00,LINK/USDT,38.052,38.053,37.045,37.53,490957.143,18419485.44,25432
1.62141E+12,5/19/2021 7:00,LINK/USDT,37.236,38.169,35.87,38.057,909155.658,33853995.42,42947
1.6214E+12,5/19/2021 6:00,LINK/USDT,37.336,38.291,36.867,37.231,551492.217,20750201.34,28884
1.6214E+12,5/19/2021 5:00,LINK/USDT,36.692,38.274,36.65,37.323,1070909.769,40218355.79,47843
1.6214E+12,5/19/2021 4:00,LINK/USDT,38.947,39.496,35.5,36.657,1639831.252,60702286.6,73488
1.62139E+12,5/19/2021 3:00,LINK/USDT,39.043,39.691,38.56,38.948,615298.847,24074945.39,36141
1.62139E+12,5/19/2021 2:00,LINK/USDT,40.047,40.742,39,39.049,695706.936,27864061.68,35206
1.62139E+12,5/19/2021 1:00,LINK/USDT,42.272,42.293,39.509,40.058,971707.049,39586818.13,50434
1.62138E+12,5/19/2021 0:00,LINK/USDT,42.555,43.5,42.077,42.28,524817.791,22487100.88,33701
1.62138E+12,5/18/2021 23:00,LINK/USDT,42.11,42.811,41.496,42.566,589881.797,24821104.85,28952
1.62138E+12,5/18/2021 22:00,LINK/USDT,42.9,43.196,42.02,42.11,487167.691,20783680.36,22857
1.62137E+12,5/18/2021 21:00,LINK/USDT,43.631,44.141,42.74,42.9,420438.508,18240065.41,24416
1.62137E+12,5/18/2021 20:00,LINK/USDT,42.864,44.69,42.775,43.636,1184692.921,51827571.61,66079
1.62136E+12,5/18/2021 19:00,LINK/USDT,40.661,43.268,40.613,42.884,1002955.637,42298337.94,64855
1.62136E+12,5/18/2021 18:00,LINK/USDT,40.775,40.778,40.104,40.673,396266.093,16027993.65,21169
1.62136E+12,5/18/2021 17:00,LINK/USDT,41.414,41.5,40.738,40.782,392322.689,16122498.98,18947
1.62135E+12,5/18/2021 16:00,LINK/USDT,39.709,41.55,39.482,41.416,879311.039,35722220.47,48709
1.62135E+12,5/18/2021 15:00,LINK/USDT,39.034,39.961,38.534,39.71,416658.901,16461805.29,20566
1.62135E+12,5/18/2021 14:00,LINK/USDT,39.627,39.635,38.204,39.049,701294.107,27256664.61,34467
1.62134E+12,5/18/2021 13:00,LINK/USDT,40.247,40.457,39.198,39.627,521949.759,20813849.96,26418
1.62134E+12,5/18/2021 12:00,LINK/USDT,41.135,41.694,39.774,40.241,676084.787,27540953.73,36759
1.62134E+12,5/18/2021 11:00,LINK/USDT,40.09,41.553,39.818,41.132,401089.712,16391501.07,28831
1.62133E+12,5/18/2021 10:00,LINK/USDT,39.553,40.1,39.187,40.09,240931.677,9585785.876,13615
1.62133E+12,5/18/2021 9:00,LINK/USDT,39.738,39.886,39.299,39.553,203964.491,8068788.276,12600
1.62132E+12,5/18/2021 8:00,LINK/USDT,40.166,40.29,39.52,39.73,263803.175,10521197.91,12932
1.62132E+12,5/18/2021 7:00,LINK/USDT,39.62,40.24,39.62,40.137,193123.907,7712673.415,11035
1.62132E+12,5/18/2021 6:00,LINK/USDT,40.075,40.572,39.492,39.605,234259.947,9399702.917,15094
1.62131E+12,5/18/2021 5:00,LINK/USDT,40.19,40.445,39.879,40.07,288665.612,11592945.45,17223
1.62131E+12,5/18/2021 4:00,LINK/USDT,38.851,40.227,38.824,40.187,455907.147,18077495.25,25592
1.62131E+12,5/18/2021 3:00,LINK/USDT,38.99,39.168,38.658,38.848,169751.619,6605577.817,11381
1.6213E+12,5/18/2021 2:00,LINK/USDT,38.884,39.13,38.101,38.998,272937.27,10541349.63,17895
1.6213E+12,5/18/2021 1:00,LINK/USDT,38.156,38.921,37.912,38.885,336160.298,12913680.85,21500
1.6213E+12,5/18/2021 0:00,LINK/USDT,37.176,38.184,36.655,38.156,508313.007,19119470.48,29179
1.62129E+12,5/17/2021 23:00,LINK/USDT,36.219,37.436,35.903,37.177,436546.757,16007462.41,23342
1.62129E+12,5/17/2021 22:00,LINK/USDT,36.639,37.581,35.2,36.224,490709.828,17924986.07,26042
1.62129E+12,5/17/2021 21:00,LINK/USDT,38.452,38.492,36.467,36.639,369187.469,13847347.34,19586
1.62128E+12,5/17/2021 20:00,LINK/USDT,38.261,38.558,37.678,38.451,591335.282,22536650.18,24440
1.62128E+12,5/17/2021 19:00,LINK/USDT,37.761,38.345,37.759,38.253,269959.421,10281084.75,16099
1.62127E+12,5/17/2021 18:00,LINK/USDT,36.347,37.848,35.884,37.754,419162.678,15497274.91,22679
1.62127E+12,5/17/2021 17:00,LINK/USDT,36.193,36.753,35.388,36.348,583836.061,21066788.1,30619
1.62127E+12,5/17/2021 16:00,LINK/USDT,36.727,37.208,36.136,36.193,530373.135,19457113.76,25766
1.62126E+12,5/17/2021 15:00,LINK/USDT,38.224,38.489,36.6,36.736,473828.296,17704975.71,26008
1.62126E+12,5/17/2021 14:00,LINK/USDT,39.019,39.1,37.631,38.224,296111.213,11316516.02,16649
1.62126E+12,5/17/2021 13:00,LINK/USDT,39.266,39.489,38.6,39.026,223639.894,8715380.909,12851
1.62125E+12,5/17/2021 12:00,LINK/USDT,39.732,39.972,38.958,39.266,328365.566,12977519.28,18591
1.62125E+12,5/17/2021 11:00,LINK/USDT,38.639,39.744,38.504,39.713,244210.384,9574476.23,16910
1.62125E+12,5/17/2021 10:00,LINK/USDT,39.357,39.578,38.552,38.639,220962.903,8648296.524,13468
1.62124E+12,5/17/2021 9:00,LINK/USDT,39.244,39.57,38.729,39.359,273868.962,10710713.95,14237
1.62124E+12,5/17/2021 8:00,LINK/USDT,39.386,39.558,38.844,39.26,297291.736,11671528.1,18327
1.62123E+12,5/17/2021 7:00,LINK/USDT,38.367,39.497,38.174,39.376,281049.787,10938655.65,19567
1.62123E+12,5/17/2021 6:00,LINK/USDT,37.649,38.8,37.378,38.375,584898.984,22399449.39,28642
1.62123E+12,5/17/2021 5:00,LINK/USDT,37.389,37.745,36.275,37.639,450049.018,16667829.5,24504
1.62122E+12,5/17/2021 4:00,LINK/USDT,36.375,37.422,35.068,37.388,1118841.419,40660826.75,49838
1.62122E+12,5/17/2021 3:00,LINK/USDT,38.322,38.651,36.174,36.341,966613.425,35847830.51,51383
1.62122E+12,5/17/2021 2:00,LINK/USDT,38.529,38.912,38.083,38.325,319520.383,12286664.41,21759
1.62121E+12,5/17/2021 1:00,LINK/USDT,39.291,39.39,38.017,38.53,552182.807,21321310.66,34451
1.62121E+12,5/17/2021 0:00,LINK/USDT,40.662,40.674,39.17,39.291,349495.377,13943735.95,24309
1.62121E+12,5/16/2021 23:00,LINK/USDT,40.138,40.804,39.909,40.67,375168.292,15169976.15,18366
1.6212E+12,5/16/2021 22:00,LINK/USDT,39.692,40.642,39.66,40.132,436655.211,17556663.33,23292
