https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1621954800000,2021-05-25 15:00:00,XRP/USDT,0.93440000,0.95700000,0.91920000,0.95100000,80180241.80000000,75379528.71008400,75857
1621951200000,2021-05-25 14:00:00,XRP/USDT,0.93370000,0.95500000,0.92420000,0.93430000,63687614.62000000,60023870.44071300,72595
1621947600000,2021-05-25 13:00:00,XRP/USDT,0.90810000,0.95130000,0.90190000,0.93370000,96606442.02000000,90039347.35825600,98186
1621944000000,2021-05-25 12:00:00,XRP/USDT,0.89930000,0.92880000,0.87910000,0.90810000,110745753.12000000,99838593.93183000,102614
1621940400000,2021-05-25 11:00:00,XRP/USDT,0.92480000,0.94270000,0.89600000,0.89950000,85189902.22000000,78334766.02947700,84473
1621936800000,2021-05-25 10:00:00,XRP/USDT,0.96970000,0.97080000,0.90000000,0.92480000,135343202.30000000,125730274.50562500,135112
1621933200000,2021-05-25 09:00:00,XRP/USDT,0.98250000,0.99410000,0.96230000,0.96970000,57089140.42000000,55776740.18779700,63580
1621929600000,2021-05-25 08:00:00,XRP/USDT,1.01650000,1.02300000,0.97500000,0.98240000,60850559.15000000,60571186.10425600,72719
1621926000000,2021-05-25 07:00:00,XRP/USDT,1.01660000,1.03800000,0.99930000,1.01640000,66999051.95000000,68113360.26418000,77249
1621922400000,2021-05-25 06:00:00,XRP/USDT,0.99440000,1.02860000,0.97840000,1.01660000,67037914.65000000,67174660.73181500,89123
1621918800000,2021-05-25 05:00:00,XRP/USDT,0.97380000,0.99500000,0.95820000,0.99440000,51442848.71000000,50044911.53138900,53678
1621915200000,2021-05-25 04:00:00,XRP/USDT,0.97570000,0.99220000,0.94650000,0.97380000,77103325.34000000,74902502.74843200,70556
1621911600000,2021-05-25 03:00:00,XRP/USDT,0.96090000,0.98090000,0.95020000,0.97560000,64058634.51000000,61940265.59752800,68121
1621908000000,2021-05-25 02:00:00,XRP/USDT,1.00140000,1.00900000,0.95660000,0.96190000,74949079.99000000,73662918.88542100,75743
1621904400000,2021-05-25 01:00:00,XRP/USDT,1.02910000,1.04500000,0.98400000,1.00160000,98960893.00000000,100678152.01205800,97772
1621900800000,2021-05-25 00:00:00,XRP/USDT,0.99340000,1.07000000,0.97810000,1.02920000,155926731.78000000,160819658.17896200,149987
1621897200000,2021-05-24 23:00:00,XRP/USDT,0.92850000,0.99700000,0.92280000,0.99300000,79265535.73000000,76517491.06553700,91141
1621893600000,2021-05-24 22:00:00,XRP/USDT,0.91790000,0.93700000,0.90810000,0.92850000,46811716.02000000,43232260.35066100,46730
1621890000000,2021-05-24 21:00:00,XRP/USDT,0.92490000,0.94350000,0.91220000,0.91790000,48147755.82000000,44648385.01567300,57135
1621886400000,2021-05-24 20:00:00,XRP/USDT,0.93220000,0.94990000,0.91440000,0.92490000,94508867.05000000,88039429.42826800,88383
1621882800000,2021-05-24 19:00:00,XRP/USDT,0.87440000,0.93790000,0.86670000,0.93170000,84712749.86000000,76264991.26965800,83568
1621879200000,2021-05-24 18:00:00,XRP/USDT,0.87360000,0.88800000,0.86400000,0.87440000,49216816.53000000,43047034.53170000,51213
1621875600000,2021-05-24 17:00:00,XRP/USDT,0.86760000,0.88800000,0.86410000,0.87310000,54393161.29000000,47632896.25488100,57356
1621872000000,2021-05-24 16:00:00,XRP/USDT,0.86400000,0.87770000,0.83740000,0.86760000,61319742.82000000,52425391.92955000,64618
1621868400000,2021-05-24 15:00:00,XRP/USDT,0.86290000,0.87970000,0.85050000,0.86400000,53792925.42000000,46557960.31584700,56492
1621864800000,2021-05-24 14:00:00,XRP/USDT,0.85170000,0.87400000,0.84740000,0.86290000,50541626.39000000,43457772.80609500,51183
1621861200000,2021-05-24 13:00:00,XRP/USDT,0.87990000,0.88550000,0.84510000,0.85170000,68630271.67000000,59248381.58662800,72551
