https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1617706800000,2021-04-06 11:00:00,XRP/USDT,1.02592000,1.05900000,0.96910000,1.00081000,268368225.40000000,272020197.94600000,216332
1617703200000,2021-04-06 10:00:00,XRP/USDT,1.01959000,1.10180000,1.00800000,1.02589000,413812526.85000000,436362818.30595460,384354
1617699600000,2021-04-06 09:00:00,XRP/USDT,0.98444000,1.02249000,0.94739000,1.01829000,222271767.16000000,218265482.63007500,184719
1617696000000,2021-04-06 08:00:00,XRP/USDT,0.89998000,1.01765000,0.89171000,0.98444000,361229148.58000000,348949519.49503790,299591
1617692400000,2021-04-06 07:00:00,XRP/USDT,0.88704000,0.91200000,0.88304000,0.89998000,95183904.10000000,85364914.59101400,73445
1617688800000,2021-04-06 06:00:00,XRP/USDT,0.87831000,0.88879000,0.85504000,0.88703000,60501791.70000000,52827223.61678700,50676
1617685200000,2021-04-06 05:00:00,XRP/USDT,0.89526000,0.90065000,0.87253000,0.87849000,46610434.20000000,41174235.91326200,38299
1617681600000,2021-04-06 04:00:00,XRP/USDT,0.87081000,0.90700000,0.86550000,0.89526000,75153896.50000000,66932195.19861600,56244
1617678000000,2021-04-06 03:00:00,XRP/USDT,0.85126000,0.88732000,0.84779000,0.87069000,55263047.50000000,48185740.15573500,43132
1617674400000,2021-04-06 02:00:00,XRP/USDT,0.86584000,0.87639000,0.84503000,0.85120000,70000838.00000000,60311156.56073700,50407
1617670800000,2021-04-06 01:00:00,XRP/USDT,0.87982000,0.88302000,0.79310000,0.86604000,190089377.90000000,160709392.24060800,133654
1617667200000,2021-04-06 00:00:00,XRP/USDT,0.91584000,0.94483000,0.87311000,0.87979000,165806810.20000000,150220667.79124400,117915
1617663600000,2021-04-05 23:00:00,XRP/USDT,0.89788000,0.92000000,0.87275000,0.91584000,132994530.90000000,118822659.32661300,91115
1617660000000,2021-04-05 22:00:00,XRP/USDT,0.90107000,0.92568000,0.85747000,0.89789000,200260527.50000000,179153380.93600700,154355
1617656400000,2021-04-05 21:00:00,XRP/USDT,0.88685000,0.93999000,0.86361000,0.90113000,278708355.35000000,252345092.17479080,209249
1617652800000,2021-04-05 20:00:00,XRP/USDT,0.83200000,0.90943000,0.83155000,0.88721000,214085658.73000000,186070238.60967110,155123
1617649200000,2021-04-05 19:00:00,XRP/USDT,0.82275000,0.83771000,0.81544000,0.83213000,89816634.80000000,74220702.94704800,60215
1617645600000,2021-04-05 18:00:00,XRP/USDT,0.81877000,0.85303000,0.81111000,0.82250000,143928933.60000000,119487328.52835200,106250
1617642000000,2021-04-05 17:00:00,XRP/USDT,0.83463000,0.84394000,0.79687000,0.81877000,232508837.60000000,189886907.29385400,141775
1617638400000,2021-04-05 16:00:00,XRP/USDT,0.76671000,0.87730000,0.74877000,0.83520000,486882637.09000000,400455113.65532240,335400
1617634800000,2021-04-05 15:00:00,XRP/USDT,0.72785000,0.76800000,0.71601000,0.76740000,157477248.10000000,117295501.11989200,119943
1617631200000,2021-04-05 14:00:00,XRP/USDT,0.69515000,0.73667000,0.69443000,0.72784000,111232505.60000000,80015837.93279900,91511
1617627600000,2021-04-05 13:00:00,XRP/USDT,0.70173000,0.70188000,0.68456000,0.69522000,63409609.10000000,43913019.17615700,40896
1617624000000,2021-04-05 12:00:00,XRP/USDT,0.70721000,0.71743000,0.69247000,0.70186000,65211265.30000000,45799227.74944800,45839
1617620400000,2021-04-05 11:00:00,XRP/USDT,0.71372000,0.71594000,0.69906000,0.70719000,52487441.90000000,37116918.70232800,39414
1617616800000,2021-04-05 10:00:00,XRP/USDT,0.70822000,0.71900000,0.69830000,0.71371000,58831163.30000000,41591082.66067000,43692
1617613200000,2021-04-05 09:00:00,XRP/USDT,0.69548000,0.71800000,0.68926000,0.70822000,104862592.50000000,74097130.47305000,68428
